config_id,size,seed,total_distance,vehicle_count,feasible,convergence_iter,wall_time_sec
C4,100,8,620.379713350263,8,True,9,5.592477041995153
C4,100,9,596.1605587602295,8,True,22,4.125368167064153
C4,100,10,619.698523349675,8,True,13,4.215330500039272
C4,100,11,619.5632949383591,8,True,6,4.401504458975978
C4,100,12,586.8182836423064,8,True,25,4.386472666054033
C4,100,13,598.0839868409419,8,True,7,4.476454666000791
C4,100,14,631.2551204099649,8,True,22,4.5122449160553515
C4,100,15,620.7339717481974,8,True,5,4.5551917920820415
C4,100,16,587.750082019845,8,True,30,4.587485583964735
C4,100,17,615.2457220719493,8,True,8,4.784669709042646
C4,100,18,606.6855101267655,8,True,0,4.285822417004965
C4,100,19,595.2118232897822,8,True,21,3.961369749973528
C4,100,20,610.4715767710495,8,True,9,4.03420375008136
C4,100,21,624.7533982396332,8,True,0,4.1056298749754205
C4,100,22,582.9636283075962,8,True,19,4.182441833079793
C4,100,23,623.3519547204081,8,True,13,4.5024444999871776
C4,100,24,611.3115201242208,8,True,21,4.358321083011106
C4,100,25,618.7814097096392,8,True,19,4.47025945794303
C4,100,26,596.8014902013397,8,True,28,4.603799792006612
C4,100,27,629.0916557796795,8,True,11,4.604890458052978
C4,100,28,607.07645698688,8,True,16,4.730805707979016
C4,100,29,576.1828489077477,8,True,38,4.655178708955646
